54.953,1.5073
54.954,1.5073
54.955,1.5074
54.956,1.5074
54.957,1.5073
54.958,1.5073
54.959,1.5073
54.96,1.5073
54.961,1.5074
54.962,1.5074
54.963,1.5073
54.964,1.5073
54.965,1.5073
54.966,1.5074
54.967,1.5074
54.968,1.5074
54.969,1.5073
54.97,1.5073
54.971,1.5073
54.972,1.5074
54.973,1.5074
54.974,1.5074
54.975,1.5073
54.976,1.5072
54.977,1.5073
54.978,1.5074
54.979,1.5075
54.98,1.5074
54.981,1.5072
54.982,1.5072
54.983,1.5073
54.984,1.5075
54.985,1.5075
54.986,1.5073
54.987,1.5071
54.988,1.5071
54.989,1.5074
54.99,1.5077
54.991,1.5077
54.992,1.5071
54.993,1.5065
54.994,1.507
54.995,1.5099
54.996,1.5157
54.997,1.5238
54.998,1.5333
54.999,1.5426
55,1.5512
55.001,1.5591
55.002,1.5668
55.003,1.5745
55.004,1.5824
55.005,1.5901
55.006,1.5973
55.007,1.6042
55.008,1.6113
55.009,1.619
55.01,1.6274
55.011,1.6363
55.012,1.6452
55.013,1.6539
55.014,1.6623
55.015,1.6705
55.016,1.6784
55.017,1.6861
55.018,1.6935
55.019,1.7006
55.02,1.7073
55.021,1.7137
55.022,1.7198
55.023,1.7256
55.024,1.731
55.025,1.7359
55.026,1.7404
55.027,1.7446
55.028,1.7484
55.029,1.7518
55.03,1.7547
55.031,1.757
55.032,1.7589
55.033,1.7606
55.034,1.7623
55.035,1.7639
55.036,1.7656
55.037,1.767
55.038,1.7679
55.039,1.7684
55.04,1.7683
55.041,1.7677
55.042,1.7667
55.043,1.7654
55.044,1.7637
55.045,1.7615
55.046,1.7589
55.047,1.7558
55.048,1.7524
55.049,1.7486
55.05,1.7446
55.051,1.7402
55.052,1.7354
55.053,1.7301
55.054,1.7245
55.055,1.7187
55.056,1.713
55.057,1.7076
55.058,1.7026
55.059,1.698
55.06,1.6934
55.061,1.6887
55.062,1.6836
55.063,1.678
55.064,1.6723
55.065,1.6664
55.066,1.6604
55.067,1.6541
55.068,1.6474
55.069,1.64
55.07,1.6323
55.071,1.6244
55.072,1.6167
55.073,1.6091
55.074,1.6013
55.075,1.5931
55.076,1.5845
55.077,1.5759
55.078,1.5675
55.079,1.5595
55.08,1.5513
55.081,1.5425
55.082,1.5331
55.083,1.5238
55.084,1.5157
55.085,1.51
55.086,1.5071
55.087,1.5065
55.088,1.507
55.089,1.5076
55.09,1.5077
55.091,1.5075
55.092,1.5072
55.093,1.5071
55.094,1.5072
55.095,1.5074
55.096,1.5075
55.097,1.5074
55.098,1.5073
55.099,1.5072
55.1,1.5073
55.101,1.5073
55.102,1.5074
55.103,1.5074
55.104,1.5073
55.105,1.5073
55.106,1.5073
55.107,1.5073
55.108,1.5074
55.109,1.5074
55.11,1.5074
55.111,1.5073
55.112,1.5073
55.113,1.5072
55.114,1.5073
55.115,1.5074
55.116,1.5075
55.117,1.5074
55.118,1.5072
55.119,1.5072
55.12,1.5073
55.121,1.5074
55.122,1.5075
55.123,1.5074
55.124,1.5072
55.125,1.5071
55.126,1.5072
55.127,1.5075
55.128,1.5077
55.129,1.5075
55.13,1.5072
55.131,1.5069
55.132,1.507
55.133,1.5075
55.134,1.5079
55.135,1.5077
55.136,1.5071
55.137,1.5065
55.138,1.5067
55.139,1.5078
55.14,1.5087
55.141,1.5082
55.142,1.5062
55.143,1.5044
55.144,1.5066
55.145,1.5163
55.146,1.5353
55.147,1.5622
55.148,1.5934
55.149,1.625
55.15,1.6546
55.151,1.6824
55.152,1.71
55.153,1.7388
55.154,1.7688
55.155,1.799
55.156,1.8283
55.157,1.8567
55.158,1.8849
55.159,1.9137
55.16,1.9434
55.161,1.9733
55.162,2.0027
55.163,2.0312
55.164,2.0596
55.165,2.0884
55.166,2.118
55.167,2.1478
55.168,2.1772
55.169,2.2058
55.17,2.2342
55.171,2.2629
55.172,2.2924
55.173,2.3223
55.174,2.3518
55.175,2.3805
55.176,2.4087
55.177,2.4374
55.178,2.4669
55.179,2.4968
55.18,2.5264
55.181,2.5551
55.182,2.5833
55.183,2.6118
55.184,2.6412
55.185,2.6714
55.186,2.7013
55.187,2.73
55.188,2.7577
55.189,2.7858
55.19,2.8154
55.191,2.8462
55.192,2.8766
55.193,2.9051
55.194,2.9318
55.195,2.9588
55.196,2.9889
55.197,3.0224
55.198,3.0552
55.199,3.08
55.2,3.0894
55.201,3.0802
55.202,3.0554
55.203,3.0224
55.204,2.9887
55.205,2.9586
55.206,2.9318
55.207,2.9053
55.208,2.8768
55.209,2.8462
55.21,2.8152
55.211,2.7856
55.212,2.7577
55.213,2.7302
55.214,2.7015
55.215,2.6714
55.216,2.641
55.217,2.6116
55.218,2.5833
55.219,2.5554
55.22,2.5266
55.221,2.4968
55.222,2.4667
55.223,2.4372
55.224,2.4088
55.225,2.3807
55.226,2.352
55.227,2.3223
55.228,2.2922
55.229,2.2627
55.23,2.2342
55.231,2.2061
55.232,2.1774
55.233,2.1478
55.234,2.1177
55.235,2.0881
55.236,2.0596
55.237,2.0315
55.238,2.0029
55.239,1.9733
55.24,1.9431
55.241,1.9135
55.242,1.8849
55.243,1.857
55.244,1.8286
55.245,1.7989
55.246,1.7684
55.247,1.7385
55.248,1.7101
55.249,1.6828
55.25,1.6549
55.251,1.6248
55.252,1.5928
55.253,1.5618
55.254,1.5356
55.255,1.5173
55.256,1.507
55.257,1.5021
55.258,1.4986
55.259,1.4937
55.26,1.4863
55.261,1.4774
55.262,1.4687
55.263,1.4609
55.264,1.454
55.265,1.4472
55.266,1.4398
55.267,1.4319
55.268,1.4238
55.269,1.4159
55.27,1.4085
55.271,1.4014
55.272,1.3941
55.273,1.3865
55.274,1.3786
55.275,1.3706
55.276,1.363
55.277,1.3557
55.278,1.3486
55.279,1.3412
55.28,1.3333
55.281,1.3252
55.282,1.3173
55.283,1.31
55.284,1.3032
55.285,1.2961
55.286,1.2882
55.287,1.2794
55.288,1.2708
55.289,1.2644
55.29,1.2621
55.291,1.2645
55.292,1.2709
55.293,1.2794
55.294,1.2881
55.295,1.296
55.296,1.3031
55.297,1.3101
55.298,1.3175
55.299,1.3253
55.3,1.3332
55.301,1.341
55.302,1.3484
55.303,1.3557
